assigned_group,STATUS,TIME_IN_STATUS_BY_OWNER_HRS
DC000168,RESOLVED,0.0
DC000170,RESOLVED,0.0
DC000173,RESOLVED,0.0
DC000175,RESOLVED,0.0
DC000179,RESOLVED,0.0
DC000180,AWAITCUS,0.0
DC000180,RESOLVED,0.0
DC000183,RESOLVED,0.0
ENT00045,AWAITCHG,0.0
ESI00008,RESOLVED,0.0
NW000474,RESOLVED,0.0
NS000116,RESOLVED,0.0
NS000117,RESOLVED,0.0
NSD00010,INPROG,0.0
NSD00018,RESOLVED,0.0
NW000400,HISTEDIT,0.0
NW000401,AWAITVEN,0.0
NW000401,RESOLVED,0.0
NW000402,RESOLVED,0.0
NW000403,HISTEDIT,0.0
NW000404,HISTEDIT,0.0
NW000405,HISTEDIT,0.0
NW000406,RESOLVED,0.0
NW000407,RESOLVED,0.0
NW000408,HISTEDIT,0.0
NW000409,RESOLVED,0.0
NW000410,HISTEDIT,0.0
NW000410,RESOLVED,0.0
NW000411,RESOLVED,0.0
NW000419,RESOLVED,0.0
NW000420,RESOLVED,0.0
NW000422,RESOLVED,0.0
NW000423,HISTEDIT,0.0
NS000117,AWAITCHG,0.0
NS000116,AWAITCHG,0.0
NW000424,RESOLVED,0.0
NS000115,RESOLVED,0.0
ITS00378,RESOLVED,0.0
ITS00379,RESOLVED,0.0
ITS00381,RESOLVED,0.0
ITS00383,RESOLVED,0.0
ITS00387,RESOLVED,0.0
ITS00390,RESOLVED,0.0
NDS00009,RESOLVED,0.0
NDS00026,RESOLVED,0.0
NDS00028,RESOLVED,0.0
NDS00031,RESOLVED,0.0
NDS00032,RESOLVED,0.0
NDS00033,RESOLVED,0.0
NDS00038,RESOLVED,0.0
NDS00039,RESOLVED,0.0
NS000101,RESOLVED,0.0
NS000102,AWAITCHG,0.0
NS000102,RESOLVED,0.0
NS000106,RESOLVED,0.0
NS000107,RESOLVED,0.0
NS000108,RESOLVED,0.0
NS000110,RESOLVED,0.0
NW000423,RESOLVED,0.0
NW000425,AWAITCHG,0.0
ESI00010,RESOLVED,0.0
NW000446,RESOLVED,0.0
NW000448,RESOLVED,0.0
NW000449,HISTEDIT,0.0
NW000449,RESOLVED,0.0
NW000450,PENDINGREV,0.0
NW000450,RESOLVED,0.0
NW000451,RESOLVED,0.0
NW000453,RESOLVED,0.0
NW000454,RESOLVED,0.0
NW000455,RESOLVED,0.0
NW000456,RESOLVED,0.0
NW000457,RESOLVED,0.0
NW000460,RESOLVED,0.0
NW000461,RESOLVED,0.0
NW000462,PENDINGREV,0.0
NW000462,RESOLVED,0.0
NW000467,AWAITCUS,0.0
NW000467,RESOLVED,0.0
NW000469,RESOLVED,0.0
NW000471,RESOLVED,0.0
NW000472,RESOLVED,0.0
NW000473,RESOLVED,0.0
NW000447,RESOLVED,0.0
NW000445,RESOLVED,0.0
NW000425,RESOLVED,0.0
NW000444,RESOLVED,0.0
NW000426,RESOLVED,0.0
NW000428,AWAITCHG,0.0
NW000429,HISTEDIT,0.0
NW000430,HISTEDIT,0.0
NW000430,RESOLVED,0.0
NW000431,NEW,0.0
NW000432,RESOLVED,0.0
NW000434,HISTEDIT,0.0
NW000435,RESOLVED,0.0
NW000436,RESOLVED,0.0
NW000437,RESOLVED,0.0
NW000438,HISTEDIT,0.0
NW000439,HISTEDIT,0.0
NW000439,RESOLVED,0.0
NW000440,HISTEDIT,0.0
NW000440,RESOLVED,0.0
NW000441,INPROG,0.0
NW000441,RESOLVED,0.0
NW000442,RESOLVED,0.0
NW000443,RESOLVED,0.0
NW000444,AWAITCHG,0.0
ITS00377,RESOLVED,0.0
ITS00376,RESOLVED,0.0
ITS00376,AWAITVEN,0.0
ITS00103,RESOLVED,0.0
ITS00106,INPROG,0.0
ITS00106,RESOLVED,0.0
ITS00108,RESOLVED,0.0
ITS00109,RESOLVED,0.0
ITS00110,RESOLVED,0.0
ITS00301,RESOLVED,0.0
ITS00302,RESOLVED,0.0
ITS00304,RESOLVED,0.0
ITS00306,PENDINGVEN,0.0
ITS00307,RESOLVED,0.0
ITS00308,HISTEDIT,0.0
ITS00312,RESOLVED,0.0
ITS00315,RESOLVED,0.0
ITS00321,RESOLVED,0.0
ITS00322,HISTEDIT,0.0
ITS00325,HISTEDIT,0.0
ITS00325,RESOLVED,0.0
ITS00326,RESOLVED,0.0
ITS00327,HISTEDIT,0.0
ITS00327,RESOLVED,0.0
ITS00328,RESOLVED,0.0
ITS00104,RESOLVED,0.0
ITS00102,RESOLVED,0.0
ITS00375,RESOLVED,0.0
ITS00101,RESOLVED,0.0
ESI00012,RESOLVED,0.0
ESI00013,RESOLVED,0.0
ESI00014,RESOLVED,0.0
ESI00018,RESOLVED,0.0
ESI00019,RESOLVED,0.0
ESI00025,RESOLVED,0.0
ESI00028,RESOLVED,0.0
ESI00042,RESOLVED,0.0
ESI00043,RESOLVED,0.0
ESI00045,RESOLVED,0.0
ESI00046,INPROG,0.0
ESI00046,RESOLVED,0.0
ESI00047,RESOLVED,0.0
ESI00049,RESOLVED,0.0
ESI00052,RESOLVED,0.0
ESI00054,PENDING,0.0
ESI00054,RESOLVED,0.0
EU000202,RESOLVED,0.0
EU000204,RESOLVED,0.0
EU000206,RESOLVED,0.0
ITS00100,RESOLVED,0.0
ITS00329,RESOLVED,0.0
ITS00330,AWAITVEN,0.0
ITS00330,RESOLVED,0.0
ITS00331,HISTEDIT,0.0
ITS00353,RESOLVED,0.0
ITS00354,RESOLVED,0.0
ITS00355,RESOLVED,0.0
ITS00355,SLAHOLD,0.0
ITS00356,RESOLVED,0.0
ITS00357,RESOLVED,0.0
ITS00358,HISTEDIT,0.0
ITS00359,RESOLVED,0.0
ITS00360,RESOLVED,0.0
ITS00361,RESOLVED,0.0
ITS00362,RESOLVED,0.0
ITS00363,RESOLVED,0.0
ITS00365,RESOLVED,0.0
ITS00367,RESOLVED,0.0
ITS00368,RESOLVED,0.0
ITS00370,RESOLVED,0.0
ITS00371,RESOLVED,0.0
ITS00372,RESOLVED,0.0
ITS00373,RESOLVED,0.0
ITS00374,AWAITCHG,0.0
ITS00374,RESOLVED,0.0
ITS00352,RESOLVED,0.0
ITS00352,HISTEDIT,0.0
ITS00351,RESOLVED,0.0
ITS00342,RESOLVED,0.0
ITS00331,RESOLVED,0.0
ITS00335,RESOLVED,0.0
ITS00336,RESOLVED,0.0
ITS00337,RESOLVED,0.0
ITS00338,RESOLVED,0.0
ITS00340,RESOLVED,0.0
ITS00341,HISTEDIT,0.0
ITS00341,RESOLVED,0.0
ITS00342,HISTEDIT,0.0
ITS00343,HISTEDIT,0.0
ITS00350,RESOLVED,0.0
ITS00343,RESOLVED,0.0
ITS00344,HISTEDIT,0.0
ITS00344,RESOLVED,0.0
ITS00345,AWAITCHG,0.0
ITS00345,RESOLVED,0.0
ITS00346,RESOLVED,0.0
ITS00347,RESOLVED,0.0
ITS00348,RESOLVED,0.0
ITS00349,RESOLVED,0.0
TIVMON,RESOLVED,0.0
AP000011,CLOSED,
AP000012,CLOSED,
CG4TECH,CLOSED,
CHNGMGMT,CLOSED,
COR00055,AWAITCUS,
COR00055,CLOSED,
COR00550,CLOSED,
COR00551,CLOSED,
COR00552,CLOSED,
COR00553,CLOSED,
COR00554,CLOSED,
COR00556,CLOSED,
COR00557,CLOSED,
COR00558,INPROG,
COR00559,CLOSED,
DC000101,CLOSED,
DC000102,CLOSED,
DC000104,CLOSED,
DC000105,CLOSED,
DC000107,CLOSED,
DC000108,CLOSED,
DC000109,CLOSED,
DC000110,CLOSED,
DC000111,CLOSED,
DC000112,CLOSED,
DC000113,CLOSED,
DC000114,CLOSED,
DC000115,CLOSED,
DC000116,AWAITCUS,
DC000117,CLOSED,
DC000118,CLOSED,
DC000119,CLOSED,
DC000120,CLOSED,
DC000121,CLOSED,
DC000122,CLOSED,
DC000123,CLOSED,
DC000125,CLOSED,
DC000127,CLOSED,
DC000128,CLOSED,
DC000129,CLOSED,
DC000130,CLOSED,
DC000131,CLOSED,
DC000132,CLOSED,
DC000133,CLOSED,
DC000134,CLOSED,
DC000135,CLOSED,
DC000139,CLOSED,
DC000140,CLOSED,
DC000141,CLOSED,
DC000143,CLOSED,
DC000145,CLOSED,
DC000146,CLOSED,
DC000146,QUEUED,
DC000147,CLOSED,
DC000148,CLOSED,
DC000149,CLOSED,
DC000150,CLOSED,
DC000151,CLOSED,
DC000152,CLOSED,
DC000155,CLOSED,
DC000156,CLOSED,
DC000159,CLOSED,
DC000160,CLOSED,
DC000161,CLOSED,
DC000163,CLOSED,
DC000166,CLOSED,
DC000168,CLOSED,
DC000170,CLOSED,
DC000173,CLOSED,
DC000175,CLOSED,
DC000176,CLOSED,
DC000178,CLOSED,
DC000179,CLOSED,
DC000180,CLOSED,
DC000183,CLOSED,
DC000184,CLOSED,
DC000185,CLOSED,
DC000186,CLOSED,
DC000187,CLOSED,
DC000188,CLOSED,
DC000190,CLOSED,
DC000191,CLOSED,
DC000193,CLOSED,
DC000193,INPROG,
DC000194,CLOSED,
DC000195,CLOSED,
DC000196,CLOSED,
DC000198,CLOSED,
DC000199,CLOSED,
DC000200,CLOSED,
DC000201,CLOSED,
DC000202,CLOSED,
DC000203,CLOSED,
DC000204,CLOSED,
DC000205,CLOSED,
DC000206,CLOSED,
DC000207,CLOSED,
DC000209,CLOSED,
DC000210,CLOSED,
DC000211,CLOSED,
DC000213,CLOSED,
DC000216,CLOSED,
DC000217,CLOSED,
DC000218,CLOSED,
DC000219,CLOSED,
DC000221,CLOSED,
DC000222,CLOSED,
DC000223,CLOSED,
DC000224,CLOSED,
DC000225,CLOSED,
DC000226,CLOSED,
DC000228,CLOSED,
DC000229,AWAITCHG,
DC000229,CLOSED,
DC000230,CLOSED,
DC000231,CLOSED,
DC000233,CLOSED,
DC000234,QUEUED,
DC000236,CLOSED,
DC000237,CLOSED,
DC000242,CLOSED,
DC000245,CLOSED,
DC000246,CLOSED,
DC000247,AWAITCHG,
DC000247,CLOSED,
DC000248,CLOSED,
DC000249,CLOSED,
DC000250,CLOSED,
DC000252,CLOSED,
DC000253,CLOSED,
DC000254,CLOSED,
DC000257,CLOSED,
DC000258,QUEUED,
DC000261,QUEUED,
DC000262,AWAITVEN,
DC000262,CLOSED,
DC000263,CLOSED,
DC000265,QUEUED,
DC000269,CLOSED,
DC000269,INPROG,
DC000269,QUEUED,
DC000269,SLAHOLD,
DC000272,CLOSED,
DC000272,INPROG,
DC000272,SLAHOLD,
EDC00001,CLOSED,
EDC00002,CLOSED,
EDC00003,CLOSED,
EDC00004,CLOSED,
EDC00005,CLOSED,
EDC00006,CLOSED,
EDC00008,CLOSED,
EDC00009,CLOSED,
EDC00010,CLOSED,
EDC00014,CLOSED,
EDC00018,CLOSED,
EDC00021,CLOSED,
EDC00023,CLOSED,
EDC00024,CLOSED,
EDC00025,CLOSED,
EDC00026,CLOSED,
EDC00027,CLOSED,
EDC00028,CLOSED,
EDC00029,CLOSED,
EDC00030,CLOSED,
EDC00031,CLOSED,
EDC00040,CLOSED,
EDC00041,AWAITCHG,
EDC00041,CLOSED,
EDC00042,CLOSED,
EDC00043,AWAITVEN,
EDC00043,CLOSED,
EDC00048,CLOSED,
EDC00050,CLOSED,
EDC00051,CLOSED,
EDC00052,CLOSED,
EDC00053,CLOSED,
EDC00054,CLOSED,
EDC00055,CLOSED,
EDC00056,CLOSED,
EDC00060,CLOSED,
EDC00062,CLOSED,
EDC00064,CLOSED,
EDC00065,CLOSED,
EDC00066,CLOSED,
EDC00067,CLOSED,
EDC00068,CLOSED,
EDC00074,CLOSED,
EDC00075,AWAITCUS,
EDC00075,CLOSED,
EDC00076,CLOSED,
EDC00083,CLOSED,
EDC00089,CLOSED,
EDC00095,CLOSED,
EDC00096,CLOSED,
EDC00098,CLOSED,
EDC00099,CLOSED,
ENT00002,CLOSED,
ENT00003,CLOSED,
ENT00005,CLOSED,
ENT00006,CLOSED,
ENT00007,CLOSED,
ENT00008,CLOSED,
ENT00009,CLOSED,
ENT00014,CLOSED,
ENT00015,CLOSED,
ENT00016,CLOSED,
ENT00017,CLOSED,
ENT00023,CLOSED,
ENT00036,CLOSED,
ENT00039,CLOSED,
ENT00040,CLOSED,
ENT00042,CLOSED,
ENT00045,CLOSED,
ESI00008,CLOSED,
ESI00010,CLOSED,
ESI00011,CLOSED,
ESI00012,CLOSED,
ESI00013,CLOSED,
ESI00014,CLOSED,
ESI00018,CLOSED,
ESI00019,CLOSED,
ESI00025,CLOSED,
ESI00026,CLOSED,
ESI00028,CLOSED,
ESI00042,CLOSED,
ESI00043,CLOSED,
ESI00045,CLOSED,
ESI00046,CLOSED,
ESI00047,CLOSED,
ESI00049,CLOSED,
ESI00052,CLOSED,
ESI00054,CLOSED,
EU000202,CLOSED,
EU000203,CLOSED,
EU000204,CLOSED,
EU000206,CLOSED,
ITS00100,AWAITCUS,
ITS00100,CLOSED,
ITS00100,SLAHOLD,
ITS00101,CLOSED,
ITS00102,CLOSED,
ITS00103,CLOSED,
ITS00104,CLOSED,
ITS00105,SLAHOLD,
ITS00106,AWAITCUS,
ITS00106,CLOSED,
ITS00108,CLOSED,
ITS00109,AWAITCUS,
ITS00109,CLOSED,
ITS00110,AWAITVEN,
ITS00110,CLOSED,
ITS00110,SLAHOLD,
ITS00301,CLOSED,
ITS00302,CLOSED,
ITS00304,CLOSED,
ITS00306,CLOSED,
ITS00307,CLOSED,
ITS00308,CLOSED,
ITS00309,CLOSED,
ITS00312,CLOSED,
ITS00313,CLOSED,
ITS00315,CLOSED,
ITS00321,CLOSED,
ITS00322,CLOSED,
ITS00325,CLOSED,
ITS00326,CLOSED,
ITS00327,CLOSED,
ITS00328,CLOSED,
ITS00329,CLOSED,
ITS00330,CLOSED,
ITS00331,CLOSED,
ITS00332,CLOSED,
ITS00335,CLOSED,
ITS00336,CLOSED,
ITS00337,CLOSED,
ITS00338,CLOSED,
ITS00340,CLOSED,
ITS00341,CLOSED,
ITS00342,CLOSED,
ITS00343,CLOSED,
ITS00344,CLOSED,
ITS00345,CLOSED,
ITS00346,CLOSED,
ITS00347,CLOSED,
ITS00348,AWAITCHG,
ITS00348,CLOSED,
ITS00349,CLOSED,
ITS00350,CLOSED,
ITS00351,CLOSED,
ITS00352,CLOSED,
ITS00353,CLOSED,
ITS00354,CLOSED,
ITS00355,CLOSED,
ITS00356,CLOSED,
ITS00357,CLOSED,
ITS00358,CLOSED,
ITS00359,CLOSED,
ITS00360,CLOSED,
ITS00361,CLOSED,
ITS00362,CLOSED,
ITS00363,CLOSED,
ITS00365,CLOSED,
ITS00367,CLOSED,
ITS00368,CLOSED,
ITS00370,CLOSED,
ITS00371,CLOSED,
ITS00372,CLOSED,
ITS00373,CLOSED,
ITS00374,CLOSED,
ITS00375,CLOSED,
ITS00376,CLOSED,
ITS00377,CLOSED,
ITS00378,CLOSED,
ITS00379,CLOSED,
ITS00380,CLOSED,
ITS00381,CLOSED,
ITS00383,CLOSED,
ITS00387,CLOSED,
ITS00390,CLOSED,
ITS00400,QUEUED,
NDS00009,CLOSED,
NDS00026,CLOSED,
NDS00028,CLOSED,
NDS00031,CLOSED,
NDS00032,CLOSED,
NDS00033,CLOSED,
NDS00038,CLOSED,
NDS00039,CLOSED,
NS000101,CLOSED,
NS000102,CLOSED,
NS000106,CLOSED,
NS000107,CLOSED,
NS000108,CLOSED,
NS000110,CLOSED,
NS000115,CLOSED,
NS000116,CLOSED,
NS000117,CLOSED,
NSD00018,CLOSED,
NW000400,CLOSED,
NW000401,CLOSED,
NW000402,CLOSED,
NW000403,CLOSED,
NW000404,CLOSED,
NW000405,CLOSED,
NW000406,CLOSED,
NW000407,CLOSED,
NW000408,CLOSED,
NW000409,CLOSED,
NW000410,CLOSED,
NW000411,CLOSED,
NW000412,CLOSED,
NW000413,CLOSED,
NW000414,CLOSED,
NW000417,CLOSED,
NW000419,CLOSED,
NW000420,CLOSED,
NW000422,CLOSED,
NW000423,CLOSED,
NW000424,CLOSED,
NW000425,CLOSED,
NW000426,CLOSED,
NW000427,CLOSED,
NW000428,CLOSED,
NW000429,CLOSED,
NW000430,CLOSED,
NW000431,CLOSED,
NW000432,CLOSED,
NW000433,CLOSED,
NW000434,CLOSED,
NW000435,CLOSED,
NW000436,CLOSED,
NW000437,CLOSED,
NW000438,CLOSED,
NW000439,CLOSED,
NW000440,CLOSED,
NW000441,CLOSED,
NW000442,CLOSED,
NW000443,CLOSED,
NW000444,AWAITVEN,
NW000444,CLOSED,
NW000445,CLOSED,
NW000446,CLOSED,
NW000447,CLOSED,
NW000448,CLOSED,
NW000449,CLOSED,
NW000450,CLOSED,
NW000451,CLOSED,
NW000452,CLOSED,
NW000453,CLOSED,
NW000454,CLOSED,
NW000455,CLOSED,
NW000456,AWAITCUS,
NW000456,CLOSED,
NW000456,SLAHOLD,
NW000457,CLOSED,
NW000459,CLOSED,
NW000460,CLOSED,
NW000461,CLOSED,
NW000462,CLOSED,
NW000463,CLOSED,
NW000464,CLOSED,
NW000467,AWAITCHG,
NW000467,CLOSED,
NW000469,CLOSED,
NW000469,INPROG,
NW000471,CLOSED,
NW000472,CLOSED,
NW000473,CLOSED,
NW000474,CLOSED,
NW000475,CLOSED,
NW000476,CLOSED,
NW000477,CLOSED,
NW000480,CLOSED,
NW000481,CLOSED,
NW000483,CLOSED,
NW000484,CLOSED,
NW000486,CLOSED,
NW000488,CLOSED,
NW000489,CLOSED,
NW000490,CLOSED,
NW000492,AWAITVEN,
NW000492,CLOSED,
NW000493,CLOSED,
NW000494,CLOSED,
NW000495,CLOSED,
NW000498,CLOSED,
NW000498,INPROG,
NW000501,QUEUED,
NW000502,CLOSED,
NW000503,CLOSED,
NW000504,CLOSED,
NW000505,CLOSED,
NW000507,CLOSED,
NW000508,CLOSED,
NW000509,CLOSED,
NW000510,CLOSED,
NW000511,CLOSED,
NW000511,INPROG,
NW000513,INPROG,
NW000514,AWAITCUS,
NW000515,AWAITCUS,
NW000517,CLOSED,
NW000519,CLOSED,
NW000520,CLOSED,
NW000520,INPROG,
NW000520,SLAHOLD,
NW000521,AWAITCHG,
NW000521,AWAITVEN,
NW000521,CLOSED,
PCR00001,CLOSED,
PM000602,CLOSED,
PM000602,INPROG,
PM000611,CLOSED,
PM000613,CLOSED,
PM000614,CLOSED,
PM000620,QUEUED,
SDATIER1,CLOSED,
SM000500,CLOSED,
SM000501,CLOSED,
SM000502,CLOSED,
SM000512,CLOSED,
SM000513,CLOSED,
SM000514,CLOSED,
SM000515,AWAITCUS,
SM000515,CLOSED,
SM000516,CLOSED,
SM000517,CLOSED,
SM000519,CLOSED,
SM000520,CLOSED,
SM000521,CLOSED,
SM000532,CLOSED,
SM000537,CLOSED,
SM000541,CLOSED,
SM000542,CLOSED,
SM000546,CLOSED,
SM000549,CLOSED,
SM000553,CLOSED,
SM000557,CLOSED,
SM000558,CLOSED,
SM000559,CLOSED,
SM000560,CLOSED,
SM000561,CLOSED,
SM000562,CLOSED,
SM000568,CLOSED,
SM000571,CLOSED,
SM000571,SLAHOLD,
SM000572,AWAITCUS,
SM000572,CLOSED,
SM000575,CLOSED,
SM000575,QUEUED,
SM000580,CLOSED,
SM000582,CLOSED,
SM000583,QUEUED,
SM000585,CLOSED,
SM000586,CLOSED,
TIVMON,CLOSED,
